# name: clipboard data_1
# source: Florida fish & game
# importDate: 4/8/2024&comma; 7:32 AM
# description: 2563 snook! Snook are game fish caught of both coasts of Florida.
# attribute -- name: coast, editable: true
# attribute -- name: date, type: date, editable: true
# attribute -- name: length, unit: mm, editable: true
# attribute -- name: mass, unit: g, editable: true
coast,date,length,mass
GULF,40688,336,256
GULF,40688,345,292
GULF,40688,337,263
GULF,40688,353,350
GULF,41388,613,1559
GULF,41388,610,1644
GULF,41388,432,539
GULF,41388,558,1191
GULF,41388,484,709
GULF,41388,600,1673
GULF,41388,607,1503
GULF,41388,650,2240
GULF,41388,671,2268
GULF,41388,620,1673
GULF,41388,629,1956
GULF,41388,616,1956
GULF,41388,652,1871
GULF,41388,668,2552
GULF,41388,800,3771
GULF,41388,648,2098
GULF,41388,650,1928
GULF,41388,658,2070
GULF,41388,672,2126
GULF,41388,567,1389
GULF,41388,773,4167
GULF,41388,859,5415
GULF,41388,872,5840
GULF,42188,776,4000
GULF,42188,855,5710
GULF,42188,813,4250
GULF,42188,768,3650
GULF,42188,743,3120
GULF,42188,681,2110
GULF,42188,802,3940
GULF,42188,739,3260
GULF,42188,762,3640
GULF,42188,869,5210
GULF,42188,823,4710
GULF,42188,625,1800
GULF,42288,675,2350
GULF,42288,650,1990
GULF,42288,594,1650
GULF,42288,659,1870
GULF,42288,629,1590
GULF,42288,607,1630
GULF,42288,612,1670
GULF,42288,711,2590
GULF,42288,638,1750
GULF,42288,624,1870
GULF,42288,591,1500
GULF,42288,610,1550
GULF,42288,599,1580
GULF,42288,677,2250
GULF,42288,759,3200
GULF,42288,675,2340
GULF,42288,671,2190
GULF,42288,825,4210
GULF,42288,750,3440
GULF,42288,683,2580
GULF,42288,583,1480
GULF,41488,348,284
GULF,41488,321,227
GULF,41488,355,255
GULF,41488,365,340
GULF,41488,370,369
GULF,41488,355,284
GULF,51188,555,1200
GULF,51188,498,850
GULF,51188,447,610
GULF,51188,441,590
GULF,51188,462,670
GULF,51188,464,680
GULF,51188,499,810
GULF,51188,438,580
GULF,51188,705,3520
GULF,51188,640,2260
GULF,51188,756,3420
GULF,51188,690,2600
GULF,51188,608,1650
GULF,51188,584,1540
GULF,51188,590,1680
GULF,51188,672,2380
GULF,51188,639,2100
GULF,51188,740,3760
GULF,50688,370,340
GULF,50688,405,425
GULF,51588,862,6124
GULF,51588,817,4082
GULF,60988,771,3620
GULF,60988,736,3030
GULF,60988,655,1960
GULF,60988,964,6620
GULF,60988,602,1610
GULF,60988,780,3640
GULF,60988,702,2340
GULF,60988,821,3900
GULF,60988,646,2090
GULF,60988,738,2980
GULF,60988,754,3210
GULF,60988,593,1480
GULF,60988,680,2370
GULF,60988,646,1990
GULF,60988,454,660
GULF,60988,675,2210
GULF,60988,599,1570
GULF,60988,515,1000
GULF,60988,550,1380
GULF,60988,601,1700
GULF,60988,777,3310
GULF,60988,675,2270
GULF,60988,642,2040
GULF,60988,542,1210
GULF,60988,515,1080
GULF,60988,481,810
GULF,60988,650,1910
GULF,60988,662,2270
GULF,60988,719,2820
GULF,60988,966,8130
GULF,62388,399,453
GULF,62388,397,397
GULF,72788,502,760
GULF,72788,463,610
GULF,72788,595,1430
GULF,72788,454,650
GULF,72788,488,730
GULF,72788,551,1170
GULF,72788,582,1410
GULF,72788,467,720
GULF,72788,489,810
GULF,72788,399,480
GULF,72788,611,1610
GULF,72788,554,1270
GULF,72788,543,1060
GULF,72788,423,570
GULF,72788,578,1310
GULF,72788,588,1430
GULF,72788,524,970
GULF,72788,465,720
GULF,72888,643,1830
GULF,72888,686,2760
GULF,72888,611,1610
GULF,72888,621,1880
GULF,72888,583,1500
GULF,72888,510,1010
GULF,72888,645,1910
GULF,72888,562,1260
GULF,72888,555,1270
GULF,72888,573,1400
GULF,72888,573,1460
GULF,72888,596,1500
GULF,72888,574,1420
GULF,72888,582,1270
GULF,72888,566,1280
GULF,72888,608,1700
GULF,72888,624,1620
GULF,72888,575,1320
GULF,72888,599,1710
GULF,72888,582,1360
GULF,72888,609,1680
GULF,72888,544,1000
GULF,72888,594,1340
GULF,72888,575,1370
GULF,72888,570,1280
GULF,72888,555,1250
GULF,72888,587,1370
GULF,72888,565,1230
GULF,72888,582,1140
GULF,72888,555,1290
GULF,72888,582,1440
GULF,72888,529,1010
GULF,72888,631,1880
GULF,72888,670,2340
GULF,72888,509,1030
GULF,72888,572,1360
GULF,72888,611,1720
GULF,72888,611,1570
GULF,72888,576,1340
GULF,72888,562,1220
GULF,72888,523,1090
GULF,72888,725,2880
GULF,72888,564,1300
GULF,72888,576,1340
GULF,72888,605,1560
GULF,72888,558,1340
GULF,72888,640,1990
GULF,72888,514,990
GULF,72888,614,1820
GULF,72888,592,1540
GULF,72888,583,1480
GULF,72888,559,1450
GULF,72888,547,1210
GULF,72888,558,1240
GULF,72888,520,1040
GULF,72888,576,1380
GULF,72888,555,1190
GULF,72888,628,1620
GULF,72888,618,1560
GULF,72888,585,1440
GULF,80488,330,333
GULF,80888,401,584
GULF,80888,372,446
GULF,81688,978,9100
GULF,81788,1022,10040
GULF,81988,461,737
GULF,82988,765,3690
GULF,82988,694,2520
GULF,82988,578,1330
GULF,82988,635,1960
GULF,82988,647,1890
GULF,82988,615,1760
GULF,82988,680,2400
GULF,82988,625,1810
GULF,82988,582,1400
GULF,82988,595,1610
GULF,82988,715,2570
GULF,82988,615,1800
GULF,82988,660,2260
GULF,82988,660,2220
GULF,82988,779,4340
GULF,82988,530,1120
GULF,82988,580,1410
GULF,82988,658,1920
GULF,82988,571,1360
GULF,82988,550,1260
GULF,82988,555,1170
GULF,82988,635,1980
GULF,82988,547,1240
GULF,82988,554,1250
GULF,82988,609,1810
GULF,82988,553,1200
GULF,82988,650,2050
GULF,82988,631,1860
GULF,82988,879,5880
GULF,82988,635,2050
GULF,82988,829,4440
GULF,82988,645,2020
GULF,82988,539,1160
GULF,82988,612,1680
GULF,82988,650,2050
GULF,82988,764,3780
GULF,82988,554,1240
GULF,82988,565,1380
GULF,82988,652,1900
GULF,82988,750,3340
GULF,82988,659,2280
GULF,82988,757,3410
GULF,82988,662,2180
GULF,82988,657,2090
GULF,82988,600,1530
GULF,82988,687,2370
GULF,82988,785,3900
GULF,82988,606,1740
GULF,82988,704,2870
GULF,82988,612,1640
GULF,82988,719,2821
GULF,82988,750,3520
GULF,82988,545,1110
GULF,82988,622,1790
GULF,82988,534,1150
GULF,82988,540,1070
GULF,82988,618,1820
GULF,82988,688,2460
GULF,82988,616,1780
GULF,82988,599,1550
GULF,82988,580,1420
GULF,82988,675,2350
GULF,82988,560,1170
GULF,82988,572,1550
GULF,82988,576,1360
GULF,82988,513,1110
GULF,82988,547,1220
GULF,82988,510,990
GULF,82988,611,1760
GULF,82988,553,1270
GULF,82988,600,1550
GULF,82988,675,2390
GULF,82988,582,1520
GULF,82988,672,2180
GULF,82988,544,1120
GULF,82988,556,1280
GULF,82988,575,1520
GULF,82988,627,1690
GULF,82988,654,2090
GULF,82988,554,1300
GULF,82988,582,1480
GULF,82988,548,1300
GULF,82988,578,1520
GULF,82988,601,1700
GULF,82988,508,1000
GULF,82988,601,1520
GULF,82988,570,1440
GULF,82988,609,1660
GULF,82988,773,3470
GULF,82988,619,1680
GULF,82988,588,1420
GULF,82988,591,1490
GULF,82988,561,1300
GULF,82988,543,1230
GULF,82988,573,1460
GULF,82988,563,1370
GULF,82988,530,1030
GULF,82988,605,1560
GULF,82988,559,1290
GULF,82988,549,1500
GULF,82988,585,1380
GULF,82988,560,1190
GULF,82988,633,1910
GULF,82988,599,1630
GULF,82988,532,1090
GULF,82988,609,1760
GULF,82988,880,5110
GULF,92888,688,2490
GULF,92888,819,4270
GULF,92888,675,2570
GULF,92888,677,2340
GULF,92888,731,3130
GULF,92888,670,2540
GULF,92888,763,3420
GULF,92888,576,1370
GULF,92888,645,1900
GULF,92888,618,1870
GULF,92888,602,1780
GULF,92888,552,1180
GULF,92888,623,2090
GULF,92888,668,2340
GULF,92888,638,2170
GULF,92888,588,1440
GULF,92888,615,1550
GULF,92888,568,1400
GULF,92888,598,1570
GULF,92888,613,1720
GULF,92888,605,1660
GULF,92888,645,1970
GULF,92888,607,1640
GULF,92888,582,1460
GULF,92888,620,1910
GULF,92888,690,2310
GULF,92888,603,1720
GULF,92888,648,2140
GULF,92888,568,1350
GULF,92888,562,1320
GULF,92888,605,1670
GULF,92888,864,5630
GULF,92888,939,7160
GULF,92888,798,4690
GULF,92888,800,4600
GULF,92988,595,1510
GULF,92988,709,2910
GULF,92988,576,1480
GULF,92988,576,1530
GULF,92988,802,4440
GULF,92988,704,2860
GULF,92988,641,2180
GULF,92988,511,980
GULF,92988,661,2250
GULF,92988,662,2300
GULF,92988,725,3090
GULF,92988,758,3400
GULF,92988,611,1800
GULF,92988,727,3280
GULF,92988,527,1160
GULF,92988,487,860
GULF,92988,592,1640
GULF,92988,611,1700
GULF,92988,662,2290
GULF,92988,688,2580
GULF,92988,660,2310
GULF,92988,542,1200
GULF,92988,760,3350
GULF,92988,482,910
GULF,92988,795,4310
GULF,92988,637,1910
GULF,92988,632,2040
GULF,92988,643,2150
GULF,92988,459,680
GULF,92988,520,1020
GULF,92988,954,7476
GULF,101188,541,1320
GULF,101188,551,1270
GULF,101188,540,1150
GULF,101188,548,1170
GULF,101188,795,4170
GULF,101188,682,2580
GULF,101188,690,2430
GULF,101188,665,2260
GULF,101188,819,4370
GULF,101188,758,2980
GULF,101188,605,1890
GULF,101188,925,5600
GULF,101188,670,2550
GULF,101188,535,1180
GULF,102788,656,2100
GULF,102788,460,760
GULF,102788,820,4130
GULF,102788,726,3340
GULF,102788,585,1550
GULF,102788,577,1560
GULF,102788,537,1100
GULF,102788,719,2060
GULF,102788,812,4270
GULF,102788,1010,9600
GULF,102788,529,1200
GULF,102788,606,1790
GULF,102788,615,2030
GULF,102788,482,870
GULF,102788,532,1150
GULF,102788,445,600
GULF,102788,642,2190
GULF,102788,773,3790
GULF,102788,651,2250
GULF,102788,630,1570
GULF,102788,749,3230
GULF,102788,810,4530
GULF,102788,734,3180
GULF,102788,695,2460
GULF,102788,758,3710
GULF,102788,852,5790
GULF,102788,672,2370
GULF,102788,595,1550
GULF,102788,855,5000
GULF,102788,738,3750
GULF,102788,717,2830
GULF,102788,590,1650
GULF,102788,985,8840
GULF,102788,614,1930
GULF,110288,631,2013
GULF,110288,480,907
GULF,110288,598,1814
GULF,110888,645,2381
GULF,110888,610,1857
GULF,110888,545,1134
GULF,110988,724,3090
GULF,110988,626,1772
GULF,110988,619,1701
GULF,110988,790,3955
GULF,110988,670,2552
GULF,110988,571,1446
GULF,110988,837,4564
GULF,110988,552,1219
GULF,110988,718,2977
GULF,110988,604,1644
GULF,110988,609,1588
GULF,110988,709,2807
GULF,110988,667,2552
GULF,110988,801,3884
GULF,110988,895,5812
GULF,110988,770,3657
GULF,110988,665,2183
GULF,110988,690,2438
GULF,110988,561,1389
GULF,110988,570,1446
GULF,110988,754,3289
GULF,110988,663,2296
GULF,110988,660,2353
GULF,110988,614,1729
GULF,110988,545,1162
GULF,110988,788,3771
GULF,110988,708,2892
GULF,110988,723,3345
GULF,110988,923,6804
GULF,110988,783,3742
GULF,110988,842,4706
GULF,110988,814,4593
GULF,110988,723,2977
GULF,110988,847,5613
GULF,110988,937,7711
GULF,112188,555,1276
GULF,112188,533,1049
GULF,112188,533,1134
GULF,112188,574,1361
GULF,112188,634,1928
GULF,120788,582,1362
GULF,121588,549,1258
GULF,121588,445,665
GULF,121588,565,1436
GULF,121588,573,1556
GULF,121588,550,1249
GULF,121588,498,905
GULF,121588,563,1412
GULF,121588,504,951
GULF,121588,502,892
GULF,121588,532,1274
GULF,121588,488,834
GULF,121588,538,1090
GULF,121588,496,882
GULF,121588,490,840
GULF,121588,665,2243
GULF,121588,484,840
GULF,121588,564,1332
GULF,121588,523,955
GULF,121588,523,1056
GULF,121588,588,1400
GULF,121588,542,1325
GULF,121588,673,2295
GULF,121588,562,1287
GULF,121588,558,1278
GULF,121588,498,918
GULF,121588,470,785
GULF,121588,580,1349
GULF,121588,595,1655
GULF,121588,461,660
GULF,121588,545,1221
GULF,121588,554,1324
GULF,121588,514,1018
GULF,121588,704,2791
GULF,121588,535,1201
GULF,121588,572,1307
GULF,121588,580,1451
GULF,121588,550,1205
GULF,121588,540,1281
GULF,121588,558,1415
GULF,121588,643,2308
GULF,121588,488,867
GULF,121588,494,926
GULF,121588,520,1016
GULF,122288,1000,8307
GULF,11989,957,8500
GULF,11989,693,2800
GULF,11989,627,2010
GULF,11989,867,5530
GULF,11989,828,4780
GULF,11989,878,5380
GULF,11989,725,3450
GULF,11989,632,1830
GULF,11989,609,1820
GULF,11989,632,1950
GULF,11989,736,2860
GULF,21189,855,6430
GULF,21189,770,4100
GULF,21189,556,1380
GULF,21189,665,2360
GULF,21189,685,2640
GULF,21189,656,2250
GULF,21189,630,1960
GULF,21189,806,4650
GULF,21189,504,870
GULF,21189,382,390
GULF,21189,554,1220
GULF,21189,823,4370
GULF,21189,492,820
GULF,21189,693,2610
GULF,21189,494,880
GULF,21189,694,2690
GULF,21189,815,5310
GULF,21189,684,2540
GULF,21189,375,380
GULF,21189,520,1120
GULF,21189,365,330
GULF,21189,520,1000
GULF,21189,530,1090
GULF,21189,432,590
GULF,21189,351,290
GULF,21189,378,400
GULF,21189,495,800
GULF,21189,628,1750
GULF,21189,830,5480
GULF,22889,651,1988
GULF,22889,604,1568
GULF,33189,609,1589
GULF,33189,555,1135
GULF,33189,544,1163
GULF,33189,597,1589
GULF,33189,639,2100
GULF,33189,576,1362
GULF,33189,646,2610
GULF,33189,616,1674
GULF,33189,667,2384
GULF,33189,522,1050
GULF,33189,595,1674
GULF,33189,615,1901
GULF,33189,589,1447
GULF,33189,574,1305
GULF,33189,574,1163
GULF,33189,616,1930
GULF,33189,642,1901
GULF,33189,588,1447
GULF,33189,595,1476
GULF,33189,564,1334
GULF,33189,575,1390
GULF,33189,521,965
GULF,33189,570,1305
GULF,33189,574,1305
GULF,33189,830,4937
GULF,33189,509,1059
GULF,33189,602,1589
GULF,33189,445,1135
GULF,33189,585,1589
GULF,33189,769,3944
GULF,40589,414,504
GULF,40589,376,410
GULF,40589,439,596
GULF,40589,417,564
GULF,42089,602,1687
GULF,42289,1044,10782
GULF,42289,893,7264
GULF,42889,747,3770
GULF,42889,740,3300
GULF,42889,905,7470
GULF,42889,868,6490
GULF,42889,613,1620
GULF,42889,633,2080
GULF,42889,494,910
GULF,42889,487,840
GULF,42889,609,1650
GULF,42889,666,2530
GULF,42889,586,1740
GULF,42889,559,1350
GULF,42889,619,1720
GULF,42889,553,1290
GULF,42889,611,1870
GULF,42889,869,6690
GULF,42889,733,3420
GULF,42889,622,1770
GULF,42889,568,1260
GULF,42889,580,1440
GULF,42889,590,1420
GULF,42889,545,1060
GULF,42889,593,1330
GULF,42889,495,770
GULF,42889,595,1430
GULF,42889,555,1200
GULF,42889,598,1510
GULF,42889,659,1980
GULF,42889,695,2410
GULF,42889,526,1010
GULF,42889,539,1100
GULF,42889,591,1550
GULF,42889,595,1540
GULF,42889,550,1240
GULF,42889,557,1280
GULF,42889,607,1640
GULF,42889,520,1120
GULF,42889,589,1520
GULF,42889,860,5340
GULF,42889,1002,9988
GULF,50489,886,6696
GULF,50489,880,6980
GULF,50489,890,8058
GULF,50389,905,7406
GULF,50989,930,7491
GULF,52089,778,3320
GULF,52089,737,3178
GULF,52089,762,3292
GULF,52089,824,4880
GULF,52089,809,4426
GULF,52089,696,2724
GULF,52089,1060,11236
GULF,52089,690,2412
GULF,52089,657,2213
GULF,52089,740,2894
GULF,52089,1032,10187
GULF,52089,860,6299
GULF,52089,750,3235
GULF,52089,875,5108
GULF,52089,759,3632
GULF,52089,889,5959
GULF,52089,911,6299
GULF,52089,734,3433
GULF,52089,710,2951
GULF,52089,919,7037
GULF,52089,800,4795
GULF,52089,639,2242
GULF,52089,644,2015
GULF,52189,770,3467
GULF,52189,666,2724
GULF,52289,499,879
GULF,52289,490,908
GULF,52289,437,880
GULF,52289,435,568
GULF,52289,383,426
GULF,52389,539,1163
GULF,52389,493,965
GULF,52389,716,3036
GULF,52389,511,1135
GULF,52389,507,993
GULF,52389,642,2100
GULF,52389,529,1163
GULF,52589,874,6101
GULF,52489,1013,10442
GULF,52489,582,1589
GULF,52489,615,2071
GULF,52489,600,2015
GULF,52489,356,340
GULF,52589,1023,10584
GULF,52589,846,6810
GULF,53089,820,5788
GULF,61289,546,1247
GULF,61289,670,2211
GULF,61289,454,737
GULF,61289,371,397
GULF,61289,470,822
GULF,61289,385,397
GULF,61289,422,595
GULF,61289,573,1417
GULF,61289,645,1984
GULF,61289,375,397
GULF,61289,375,397
GULF,61289,409,482
GULF,61289,391,425
GULF,61289,847,6294
GULF,61489,821,3770
GULF,61589,492,850
GULF,61989,567,1276
GULF,61989,578,1417
GULF,61989,847,5245
GULF,61989,630,2211
GULF,61989,580,1361
GULF,61989,509,907
GULF,61989,607,1503
GULF,61989,481,794
GULF,61989,633,1928
GULF,62289,215,71
GULF,62289,231,87
GULF,62289,226,83
GULF,62289,230,99
GULF,62289,435,652
GULF,63089,491,840
GULF,63089,456,680
GULF,63089,463,630
GULF,63089,474,750
GULF,63089,490,780
GULF,63089,444,660
GULF,63089,452,680
GULF,63089,466,670
GULF,63089,472,770
GULF,63089,454,660
GULF,63089,508,990
GULF,63089,496,770
GULF,63089,449,600
GULF,63089,409,500
GULF,63089,636,1930
GULF,63089,428,620
GULF,63089,365,370
GULF,63089,427,540
GULF,63089,409,490
GULF,63089,411,520
GULF,63089,511,907
GULF,63089,517,992
GULF,63089,507,907
GULF,63089,626,1871
GULF,63089,664,2183
GULF,63089,602,1644
GULF,63089,602,1729
GULF,63089,511,1021
GULF,63089,554,1021
GULF,63089,501,879
GULF,63089,466,709
GULF,63089,612,1588
GULF,63089,508,850
GULF,63089,643,1871
GULF,63089,552,1276
GULF,63089,511,992
GULF,63089,574,1247
GULF,63089,622,1843
GULF,70589,453,680
GULF,70589,492,800
GULF,70589,923,5210
GULF,70589,581,1360
GULF,70589,605,1790
GULF,70589,615,1640
GULF,71189,615,1450
GULF,71189,544,1030
GULF,71189,725,2680
GULF,71189,804,3510
GULF,71189,530,1030
GULF,71189,515,940
GULF,71189,675,2532
GULF,71189,668,2381
GULF,71989,818,4430
GULF,71989,1000,9510
GULF,71989,910,6430
GULF,71989,650,2040
GULF,71989,788,3710
GULF,71989,817,5020
GULF,71989,755,3780
GULF,71989,688,2590
GULF,71989,681,2410
GULF,71989,641,1950
GULF,71989,615,1850
GULF,71989,965,7970
GULF,71989,697,2780
GULF,71989,666,2450
GULF,71989,646,2090
GULF,71989,617,1870
GULF,71989,540,1220
GULF,72689,626,1871
GULF,72689,545,1361
GULF,72689,545,1332
GULF,72689,535,1162
GULF,72689,516,1077
GULF,80289,240,110
GULF,80289,233,94
GULF,80389,371,325
GULF,82189,226,87
GULF,82189,218,64
GULF,82389,242,100
GULF,82389,265,140
GULF,82389,249,125
GULF,82389,245,111
GULF,82389,227,81
GULF,82389,287,187
GULF,82389,244,116
GULF,82389,257,134
GULF,82389,251,120
GULF,82389,254,127
GULF,82389,198,54
GULF,82389,236,104
GULF,82389,263,149
GULF,82389,292,202
GULF,82389,269,149
GULF,82389,253,122
GULF,82389,290,189
GULF,82389,225,76
GULF,82389,272,127
GULF,82389,245,102
GULF,82389,243,110
GULF,82389,550,1060
GULF,82989,602,1840
GULF,82989,594,1690
GULF,82989,610,1760
GULF,82989,747,3420
GULF,82989,697,2670
GULF,82989,622,1930
GULF,82989,768,3650
GULF,82989,662,2340
GULF,82989,634,2020
GULF,82989,626,1910
GULF,82989,706,2590
GULF,83189,753,3610
GULF,83189,604,1600
GULF,83189,824,4250
GULF,83189,585,1360
GULF,83189,669,2210
GULF,83189,764,3480
GULF,83189,635,1940
GULF,83189,506,950
GULF,83189,774,3680
GULF,83189,854,5190
GULF,83189,773,3670
GULF,83189,674,2160
GULF,83189,783,3390
GULF,83189,781,3490
GULF,83189,524,990
GULF,83189,520,1110
GULF,83189,703,2340
GULF,83189,607,1570
GULF,83189,604,1690
GULF,83189,592,1540
GULF,83189,512,930
GULF,83189,576,1430
GULF,92789,1093,12701
GULF,93089,951,8170
GULF,93089,890,6460
GULF,93089,814,4480
GULF,93089,763,3520
GULF,93089,684,2110
GULF,93089,639,1900
GULF,93089,560,1200
GULF,93089,685,2780
GULF,93089,576,1450
GULF,93089,753,3350
GULF,93089,904,6400
GULF,93089,760,3890
GULF,93089,820,4470
GULF,93089,863,5390
GULF,93089,650,1890
GULF,93089,585,1540
GULF,93089,697,2750
GULF,93089,807,4320
GULF,93089,702,2640
GULF,93089,625,1750
GULF,93089,720,2690
GULF,93089,734,3300
GULF,93089,695,2680
GULF,93089,515,1000
GULF,93089,565,1240
GULF,93089,607,1450
GULF,93089,694,2240
GULF,93089,642,2090
GULF,93089,515,1070
GULF,93089,622,1650
GULF,93089,709,2950
GULF,102689,585,1510
GULF,102689,631,1910
GULF,102689,598,1520
GULF,102689,684,2440
GULF,102689,660,2040
GULF,102689,767,3610
GULF,102689,570,1520
GULF,102689,570,1350
GULF,102689,608,1620
GULF,102689,541,1100
GULF,102689,476,790
GULF,102689,590,1450
GULF,102689,544,1140
GULF,102689,607,1700
GULF,102689,435,660
GULF,102789,677,2360
GULF,102789,705,2850
GULF,102789,629,1680
GULF,102789,647,2240
GULF,102789,635,1930
GULF,102789,598,1650
GULF,102789,461,700
GULF,102789,666,2320
GULF,102789,606,1660
GULF,102789,615,1860
GULF,102789,560,1300
GULF,102789,484,890
GULF,102789,510,870
GULF,111289,706,2778
GULF,111289,637,2070
GULF,111289,787,4678
GULF,111289,758,3629
GULF,111889,495,850
GULF,111889,521,1021
GULF,111889,510,964
GULF,111889,587,1559
GULF,111889,603,1588
GULF,111889,555,1247
GULF,111889,541,1247
GULF,111889,639,2637
GULF,111889,642,2041
GULF,111889,555,1304
GULF,111889,576,1446
GULF,111889,514,1021
GULF,111889,490,794
GULF,111889,535,1077
GULF,111889,497,794
GULF,111889,481,794
GULF,111889,477,737
GULF,111889,461,652
GULF,111889,541,1106
GULF,111889,570,1474
GULF,111889,455,737
GULF,111889,525,1049
GULF,111889,509,992
GULF,111889,544,1247
GULF,112189,546,1304
GULF,112889,522,1106
GULF,112889,601,1474
GULF,112889,623,1984
GULF,121289,633,1770
GULF,121289,503,900
GULF,121289,571,1400
GULF,121289,517,1030
GULF,121289,556,1230
GULF,121289,537,1050
GULF,121289,504,940
GULF,121289,634,1950
GULF,121289,603,1620
GULF,121289,337,310
GULF,121289,488,830
GULF,121289,539,1110
GULF,121289,590,1580
GULF,121289,524,1020
GULF,121289,550,1150
GULF,121289,492,840
GULF,121289,500,810
GULF,121289,539,1070
GULF,121289,526,1140
GULF,121289,520,1030
GULF,121289,487,870
GULF,121289,599,1550
GULF,121489,186,47
GULF,122789,988,9940
GULF,122789,805,4500
GULF,122789,566,1350
GULF,122789,515,1060
GULF,122789,1062,12670
GULF,122789,591,1680
GULF,122789,564,1340
GULF,122789,589,1760
GULF,122789,478,870
GULF,122789,391,470
GULF,122789,971,9190
GULF,122789,1039,10640
GULF,122789,783,4000
GULF,122789,543,1310
GULF,122789,515,1010
GULF,122789,554,1361
GULF,122789,555,1361
GULF,122789,606,1701
GULF,122789,443,652
GULF,122789,461,709
GULF,122789,583,1474
GULF,122789,517,1134
GULF,122789,528,1077
GULF,122789,492,907
GULF,122789,441,680
GULF,122789,563,1418
GULF,122789,522,1021
GULF,122789,500,964
GULF,122789,502,992
GULF,122789,472,850
GULF,122789,554,1162
GULF,122789,502,907
GULF,122789,387,454
